2026-09-18 11:47:54,AAPL,334.80,337.99
2026-09-18 11:47:54,GOOGL,349.96,356.92
2026-09-18 11:47:54,MSFT,494.15,497.47
2026-09-18 11:48:24,AAPL,334.68,337.99
2026-09-18 11:48:24,GOOGL,349.89,356.92
2026-09-18 11:48:24,MSFT,493.95,497.47
2026-09-18 11:48:55,AAPL,334.64,337.99
2026-09-18 11:48:55,GOOGL,349.86,356.92
2026-09-18 11:48:55,MSFT,493.99,497.47
